data_zone,intermediate_zone,count
S02002142,Wishaw North,10
S02002141,Wishaw South,20
S02002387,Woodhead and Meikle Earnock,5
S02001522,Woodhill East,0
S02001523,Woodhill West,5
S02001937,Woodlands,65
S02001267,Woodside,15
S02001938,Woodside,10
S02001949,Wyndford,10
S02001965,Yoker North,0
S02001964,Yoker South,5
S02001315,Ythanside,5
S02001316,Ythsie,10
S19001273,Aberchirder,5
S19001274,Aberdeen,730
S19001275,Aberdour,0
S19001276,Aberfeldy,5
S19001277,Aberfoyle,5
S19001278,Aberlady,5
S19001279,Aberlour,5
S19001280,Abernethy,0
S19001281,Aboyne,5
S19001282,Addiewell,0
S19001283,Airdrie,90
S19001284,Airth,0
S19001285,Alexandria,20
S19001286,Alford,10
S19001287,Allanton,5
S19001288,Alloa,45
S19001289,Almondbank,5
S19001290,Alness,10
S19001291,Alva,10
S19001292,Alyth,5
S19001294,Annan,25
S19001295,Annbank,0
S19001296,Anstruther,20
S19001297,Arbroath,65
S19001298,Ardersier,0
S19001299,Ardrishaig,0
S19001300,Ardrossan,25
S19001301,Armadale,25
S19001302,Ashgill,5
S19001304,Auchinleck,10
S19001305,Auchinloch,0
S19001306,Auchterarder,25
S19001307,Auchtermuchty,0
S19001308,Auldearn,0
S19001309,Aviemore,30
S19001310,Avoch,5
S19001312,Ayr,150
S19001313,Ayton,0
S19001315,Balfron,5
S19001316,Balintore,0
S19001318,Ballater,15
S19001319,"Ballingry, Lochore and Crosshill",10
S19001320,Balloch,0
S19001321,Balloch and Haldane,30
S19001322,Balmedie,5
S19001323,Balmullo,0
S19001324,Banavie and Corpach,5
S19001325,Banchory,20
S19001326,Banff,20
S19001327,Bankfoot,5
S19001328,Banknock,5
S19001329,Bannockburn,10
S19001330,Bargeddie,5
S19001331,Barrhead,30
S19001332,Bathgate,55
S19001333,Bearsden,35
S19001334,Beauly,5
S19001335,Beith,10
S19001336,Bellsbank,0
S19001337,Bellshill,40
S19001338,Biggar,15
S19001339,Bilston,5
S19001340,Birkhill and Muirhead,5
S19001341,Bishopbriggs,40
S19001342,Bishopton,15
S19001343,Blackburn (Aberdeenshire),5
S19001344,Blackburn (West Lothian),5
S19001345,Blackford,0
S19001346,Blackridge,5
S19001347,Blairgowrie,30
S19001348,Blairhall,5
S19001349,Blantyre,45
S19001351,Bo'ness,25
S19001350,Boddam,5
S19001352,Bonhill,10
S19001353,Bonnybridge,15
S19001354,Bonnyrigg,30
S19001355,Bothwell,10
S19001356,Bowling,0
S19001357,Bowmore,10
S19001360,Braidwood,0
S19001361,Brechin,20
S19001362,Bridge of Allan,25
S19001363,Bridge of Earn,5
S19001364,Bridge of Weir,10
S19001365,Bridgend,0
S19001366,Brightons,5
S19001367,Broadford,10
S19001368,Brodick,15
S19001369,Brookfield,0
S19001370,Brora,5
S19001371,Broxburn,30
S19001372,Buchlyvie,5
S19001373,Buckhaven,5
S19001374,Buckie,20
S19001375,Burghead,5
S19001376,Burntisland,15
S19001377,Burrelton,0
S19001378,Busby,5
S19001379,Cairneyhill,0
S19001380,Calderbank,0
S19001381,Caldercruix,5
S19001382,California,0
S19001383,Callander,25
S19001384,Cambuslang,45
S19001385,Campbeltown,20
S19001386,Caol,5
S19001387,Cardenden and Auchterderran,15
S19001388,Cardrona,0
S19001389,Cardross,0
S19001390,Carfin,10
S19001392,Carluke,25
S19001393,Carmunnock,0
S19001394,Carnock,0
S19001395,Carnoustie,20
S19001396,Carnwath,5
S19001397,Carron,0
S19001398,Carronshore,5
S19001399,Carstairs,0
S19001400,Carstairs Junction,0
S19001401,Castle Douglas,20
S19001402,Castletown,0
S19001403,Catrine,5
S19001405,Chapelhall,10
S19001407,Chirnside,0
S19001408,Chryston,10
S19001409,Clackmannan,5
S19001410,Clarkston,15
S19001411,Cleland,5
S19001412,Clydebank,65
S19001413,Coalburn,5
S19001414,Coalsnaughton,0
S19001415,Coaltown of Balgonie,0
S19001417,Coatbridge,85
S19001418,Cockenzie,10
S19001419,Coldingham,5
S19001420,Coldstream,10
S19001421,Comrie (Fife),0
S19001422,Comrie (Perth and Kinross),5
S19001423,Conon Bridge,0
S19001424,Coupar Angus,5
S19001425,Cove Bay,10
S19001426,Cowdenbeath and Lumphinnans,20
S19001427,Cowie,5
S19001428,Coylton,5
S19001429,Crail,5
S19001431,Crieff,30
S19001432,Crimond,0
S19001435,Crossford (Fife),5
S19001436,Crossford (South Lanarkshire),0
S19001437,Crossgates,10
S19001438,Crosshill,0
S19001439,Crosshouse,5
S19001440,Croy,0
S19001441,Cruden Bay,5
S19001442,Cullen,10
S19001443,Culloden,5
S19001444,Cumbernauld,95
S19001446,Cumnock,20
S19001447,Cupar,35
S19001448,Dailly,0
S19001449,Dalbeattie,15
S19001450,Dalgety Bay,15
S19001451,Dalkeith,40
S19001452,Dalmellington,5
S19001453,Dalry,15
S19001454,Dalrymple,0
S19001455,Danderhall,0
S19001457,Darvel,5
S19001458,Dechmont,0
S19001459,Denholm,5
S19001460,Denny,15
S19001461,Dennyloanhead,5
S19001462,Dingwall,25
S19001464,Dollar,0
S19001465,Dornoch,10
S19001466,Douglas,5
S19001467,Doune,5
S19001468,Dreghorn,10
S19001469,Drongan,5
S19001470,Drumnadrochit,5
S19001471,Drumoak,5
S19001472,Drymen,5
S19001473,Dufftown,10
S19001474,Dullatur,0
S19001475,Dumbarton,40
S19001476,Dumfries,150
S19001477,Dunbar,25
S19001478,Dunbeg,0
S19001479,Dunblane,15
S19001480,Dundee,430
S19001481,Dundonald,5
S19001482,Dunfermline,120
S19001483,Dunipace,5
S19001484,Dunkeld and Birnam,5
S19001485,Dunlop,0
S19001486,Dunning,5
S19001487,Dunoon,25
S19001488,Duns,10
S19001489,Duntocher and Hardgate,10
S19001490,Dyce,5
S19001492,Eaglesham,5
S19001493,Earlston,5
S19001494,East Calder,5
S19001495,East Kilbride,125
S19001496,East Linton,0
S19001497,East Wemyss,0
S19001498,East Whitburn,0
S19001499,Eastfield,0
S19001500,Eastriggs,0
S19001502,Edinburgh,2095
S19001504,Elderslie,15
S19001505,Elgin,95
S19001506,Elie and Earlsferry,10
S19001507,Ellon,25
S19001508,Elphinstone,0
S19001509,Errol,0
S19001510,Erskine,10
S19001511,Evanton,5
S19001512,Eyemouth,15
S19001513,Faifley,0
S19001514,Fairlie,5
S19001515,Falkirk,130
S19001516,Falkland,0
S19001517,Fallin,5
S19001518,Fauldhouse,5
S19001519,Fenwick,0
S19001520,Ferryden and Inchbraoch,0
S19001521,Findhorn,5
S19001522,Findochty,5
S19001523,Finstown,0
S19001524,Fochabers,10
S19001525,Forfar,40
S19001527,Forres,25
S19001529,Fort William,45
S19001530,Forth,5
S19001531,Fortrose,10
S19001532,Fraserburgh,40
S19001533,Freuchie,0
S19001534,Friockheim,0
S19001536,Galashiels,45
S19001537,Galston,15
S19001538,Gardenstown,0
S19001539,Garelochhead,10
S19001542,Gartcosh,5
S19001543,Gartloch,0
S19001544,Gatehouse of Fleet,10
S19001546,Giffnock,30
S19001548,Girvan,20
S19001549,Glasgow,2080
S19001551,Glenboig,5
S19001552,Glenfarg,0
S19001554,Glenmavis,0
S19001556,Glenrothes,65
S19001558,Gorebridge,5
S19001559,Gourdon,5
S19001560,Gourock,25
S19001561,Gowkthrapple,0
S19001562,Grangemouth,30
S19001563,Grantown-on-Spey,25
S19001564,Greengairs,0
S19001565,Greenhill,0
S19001566,Greenlaw,5
S19001567,Greenock,105
S19001568,Gretna,15
S19001569,Guardbridge,5
S19001570,Gullane,0
S19001571,Haddington,30
S19001572,Haggs and Longcroft,0
S19001573,Halkirk,5
S19001574,Hallglen,0
S19001575,Hamilton,145
S19001576,Harthill,5
S19001577,Hatton of Cruden,0
S19001578,Hawick,35
S19001579,Head of Muir,0
S19001580,Helensburgh,40
S19001581,High Bonnybridge,0
S19001582,"High Valleyfield, Low Valleyfield and Culross",0
S19001583,Hillhead,0
S19001584,Hillside,0
S19001585,Holytown,10
S19001586,Hopeman,5
S19001587,Houston,5
S19001588,Howwood,0
S19001589,Huntly,20
S19001590,Hurlford and Crookedholm,10
S19001591,Inchinnan,15
S19001592,Inchture,0
S19001593,Innellan,0
S19001594,Innerleithen,15
S19001595,Insch,5
S19001596,Inverallochy and Cairnbulg,0
S19001598,Inverbervie,10
S19001599,Invergordon,10
S19001600,Invergowrie,5
S19001601,Inverkeithing,15
S19001602,Inverkip,10
S19001603,Inverness,210
S19001604,Inverurie,45
S19001605,Irvine,85
S19001606,Jedburgh,15
S19001607,Johnshaven,5
S19001608,Johnstone,40
S19001609,Keith,15
S19001610,Kelso,20
S19001611,Kelty,10
S19001612,Kemnay,5
S19001613,Kennoway,10
S19001614,Kilbarchan,5
S19001615,Kilbirnie,15
S19001616,Kilcreggan,5
S19001617,Killearn,0
S19001619,Kilmacolm,10
S19001620,Kilmarnock,110
S19001621,Kilmaurs,10
S19001622,Kilsyth,20
S19001623,Kilwinning,20
S19001624,Kincardine,10
S19001625,Kinghorn,10
S19001626,Kinglassie,5
S19001627,Kingseat (Aberdeenshire),0
S19001628,Kingseat (Fife),0
S19001629,Kingskettle and Kettlebridge,0
S19001630,Kingswells,15
S19001631,Kingussie,15
S19001632,Kinlochleven,10
S19001633,Kinloss,5
S19001635,Kinross,15
S19001636,Kintore,5
S19001637,Kippen,0
S19001638,Kirkcaldy and Dysart,105
S19001639,Kirkconnel,0
S19001640,Kirkcudbright,15
S19001641,Kirkfieldbank,0
S19001642,Kirkhill,0
S19001643,Kirkintilloch,30
S19001644,Kirkliston,5
S19001645,Kirkmuirhill and Blackwood,5
S19001646,Kirknewton,5
S19001647,Kirkwall,40
S19001648,Kirriemuir,15
S19001649,Kyle of Lochalsh,10
S19001650,Ladybank,0
S19001651,Lamlash,0
S19001652,Lanark,40
S19001653,Langbank,0
S19001654,Langholm,10
S19001655,Larbert,30
S19001656,Largs,40
S19001657,Larkhall,30
S19001658,Lauder,10
S19001659,Laurencekirk,0
S19001660,Laurieston,5
S19001661,Law,0
S19001662,Lennoxtown,10
S19001663,Lenzie,15
S19001664,Lerwick,50
S19001665,Leslie,10
S19001666,Lesmahagow,10
S19001667,Letham,0
S19001668,Leuchars,5
S19001669,Leven,20
S19001670,Lhanbryde,0
S19001672,Limekilns and Charlestown,0
S19001673,Linlithgow,30
S19001674,Linwood,10
S19001675,Livingston,85
S19001676,Loanhead,25
S19001678,Locharbriggs,5
S19001679,Lochgelly,10
S19001680,Lochgilphead,10
S19001681,Lochmaben,5
S19001682,Lochwinnoch,10
S19001683,Lockerbie,15
S19001684,Logan,5
S19001685,Longforgan,0
S19001686,Longniddry,5
S19001687,Longridge,0
S19001689,Lossiemouth,25
S19001690,Lower Largo and Lundin Links,5
S19001691,Lumphanan,0
S19001692,Luncarty,0
S19001693,Macduff,10
S19001694,Macmerry,0
S19001695,Maddiston,5
S19001696,Mallaig,15
S19001697,Markinch,5
S19001698,Maryburgh,0
S19001700,Mauchline,10
S19001701,Maud,5
S19001702,Maybole,10
S19001703,Mayfield,15
S19001704,Melrose,10
S19001705,Menstrie,5
S19001706,Methil,15
S19001708,Methven,5
S19001709,Mid Calder,5
S19001710,Millport,10
S19001711,Milltimber,0
S19001712,Milnathort,0
S19001713,Milngavie,25
S19001714,Milton,5
S19001716,Milton of Campsie,0
S19001717,Milton of Leys,5
S19001718,Mintlaw,10
S19001719,Moffat,15
S19001721,Monifieth,15
S19001722,Monkton,10
S19001723,Montrose,50
S19001724,Moodiesburn,10
S19001726,Mossblown,0
S19001727,Mosstodloch,0
S19001728,Motherwell,90
S19001729,Muir of Ord,5
S19001730,Muirhead,0
S19001731,Muirkirk,0
S19001732,Murthly,0
S19001733,Musselburgh,45
S19001735,Nairn,35
S19001736,Neilston,10
S19001737,Netherburn,0
S19001738,Netherlee,10
S19001740,New Cumnock,5
S19001741,New Deer,5
S19001742,New Pitsligo,10
S19001743,New Stevenston,15
S19001744,Newarthill,10
S19001745,Newbattle,0
S19001746,Newbridge and Ratho Station,10
S19001747,Newburgh (Aberdeenshire),0
S19001748,Newburgh (Fife),5
S19001749,Newcastleton,5
S19001750,Newmachar,0
S19001751,Newmains,15
S19001752,"Newmarket, Lacasdal and Bruach Mairi (Newmarket, Laxdale and Marybank)",5
S19001753,Newmilns,5
S19001754,Newport-on-Tay and Wormit,5
S19001755,Newton Mearns,25
S19001756,Newton Stewart,25
S19001757,Newtonhill,5
S19001758,Newtonmore,5
S19001759,Newtown St Boswells,0
S19001760,Newtyle,5
S19001761,North Berwick,35
S19001762,North Kessock,0
S19001763,North Queensferry,5
S19001764,Oakley,5
S19001765,Oban,85
S19001766,Ochiltree,0
S19001767,Old Kilpatrick,5
S19001768,Oldmeldrum,10
S19001769,Ormiston,0
S19001770,Overtown,0
S19001771,Paisley,195
S19001772,Pathhead,5
S19001773,Patna,0
S19001774,Peebles,30
S19001776,Penicuik,20
S19001777,Perth,170
S19001778,Peterculter,5
S19001779,Peterhead,60
S19001780,Pitlochry,35
S19001781,Pitmedden,0
S19001782,Pittenweem,5
S19001783,Plains,0
S19001784,Plean,5
S19001785,Polbeth,5
S19001786,Polmont,5
S19001787,Port Bannatyne,0
S19001788,Port Ellen,5
S19001789,Port Glasgow,20
S19001790,Portgordon,0
S19001791,Portknockie,5
S19001792,Portlethen,10
S19001794,Portree,40
S19001795,Portsoy,5
S19001796,Potterton,0
S19001797,Prestonpans,15
S19001798,Prestwick,40
S19001799,Quarrier's Village,0
S19001800,Quarter,0
S19001801,Queenzieburn,0
S19001802,Ratho,0
S19001803,Redding,5
S19001804,Reddingmuirhead,5
S19001805,Renfrew,80
S19001806,Renton,0
S19001807,Rhu,5
S19001809,Rosehearty,0
S19001810,Rosemarkie,0
S19001811,Rosewell,0
S19001812,Roslin,5
S19001813,Rosneath,0
S19001814,Rosyth,30
S19001815,Rothes,5
S19001816,Rothesay,25
S19001817,Rothienorman,0
S19001819,Rutherglen,60
S19001820,Saline,0
S19001821,Salsburgh,0
S19001822,Saltcoats,35
S19001823,Sandbank,5
S19001824,Sandhaven,5
S19001825,Sanndabhaig (Sandwick),0
S19001826,Sanquhar,5
S19001827,Sauchie,10
S19001829,Scone,5
S19001830,Seafield,0
S19001831,Selkirk,20
S19001832,Shieldhill,0
S19001833,Shotts,20
S19001834,Skelmorlie,5
S19001835,Slamannan,0
S19001836,Smithton,0
S19001837,South Queensferry,35
S19001839,Springfield,0
S19001840,Springside,0
S19001841,St Andrews,80
S19001842,St Boswells,0
S19001844,St Cyrus,0
S19001847,St Monans,0
S19001848,Stamperland,0
S19001849,Stanley,5
S19001850,Stenhousemuir,10
S19001851,Steornabhagh (Stornoway),35
S19001852,Stepps,20
S19001853,Stevenston,15
S19001854,Stewarton,15
S19001855,Stirling,155
S19001856,Stonehaven,35
S19001857,Stonehouse,5
S19001858,Stoneyburn,0
S19001859,Stow,0
S19001860,Stranraer,50
S19001861,Strathaven,20
S19001862,Strathblane,0
S19001865,Strathpeffer,5
S19001866,Strichen,5
S19001867,Stromness,5
S19001868,Stuartfield,0
S19001871,Tain,15
S19001872,Tarbert,10
S19001873,Tarbolton,0
S19001874,Tarland,0
S19001876,Tayport,10
S19001877,Thankerton,0
S19001878,Thornhill (Dumfries and Galloway),10
S19001879,Thornhill (Stirling),5
S19001880,Thornliebank,5
S19001881,Thornton,5
S19001882,Thorntonhall,0
S19001883,Thurso,35
S19001884,Tighnabruaich,5
S19001885,Tillicoultry,20
S19001886,Tobermory,15
S19001887,Torphichen,0
S19001888,Torphins,5
S19001889,Torrance,0
S19001890,Torryburn and Newmills,0
S19001891,Townhill,0
S19001892,Tranent,25
S19001893,Troon,40
S19001894,Tullibody,15
S19001895,Turriff,15
S19001896,Twechar,0
S19001897,Tweedbank,0
S19001898,Uddingston,25
S19001899,Ullapool,20
S19001900,Uplawmoor,0
S19001901,Viewpark,40
S19001902,Walkerburn,0
S19001903,Wallacestone,0
S19001904,Wallyford,5
S19001905,Waterfoot,0
S19001906,Wattston,0
S19001907,Wellbank,0
S19001908,Wemyss Bay,5
S19001909,West Barns,0
S19001910,West Calder,10
S19001911,West Kilbride,5
S19001912,West Linton,0
S19001913,Westhill (Aberdeenshire),20
S19001914,Westhill (Highland),5
S19001915,Westquarter,0
S19001916,Whitburn,30
S19001917,Whitecraig,5
S19001918,Whitecross,0
S19001919,Whitehills,5
S19001920,Whithorn,0
S19001922,Wick,25
S19001923,Wigtown,5
S19001924,Winchburgh,0
S19001925,Windygates,5
S19001926,Wishaw,55
S19001927,Yetholm,0
S22000047,Aberdeen,1180
S22000048,Alness and Invergordon,55
S22000049,Arbroath and Montrose,135
S22000050,Aviemore and Grantown-on-Spey,125
S22000051,Ayr,380
S22000052,Broadford and Kyle of Lochalsh,80
S22000005,Campbeltown,35
S22000053,Dalbeattie and Castle Douglas,90
S22000054,Dumbarton and Helensburgh,215
S22000055,Dumfries,325
S22000056,Dundee,645
S22000057,Dunfermline and Kirkcaldy,605
S22000058,Dunoon and Rothesay,105
S22000059,Edinburgh,2625
S22000060,Elgin,320
S22000061,Falkirk and Stirling,815
S22000062,Fort William,210
S22000084,Fraserburgh,65
S22000063,Galashiels and Peebles,180
S22000064,Girvan,45
S22000065,Glasgow,3330
S22000066,Golspie and Brora,55
S22000085,Greenock,180
S22000067,Hawick and Kelso,105
S22000068,Inverness,435
S22000069,Kilmarnock and Irvine,540
S22000070,Livingston,375
S22000086,Lochgilphead,60
S22000071,Motherwell and Airdrie,950
S22000032,Mull and Islay,80
S22000072,Newton Stewart,65
S22000073,Oban,145
S22000035,Orkney Islands,75
S22000074,Perth,405
S22000075,Peterhead,90
S22000076,Pitlochry and Aberfeldy,145
S22000077,Portree,80
S22000039,Shetland Islands,95
S22000078,St Andrews and Cupar,230
S22000079,Stranraer,100
S22000080,Thurso,60
S22000081,Turriff and Banff,80
S22000082,Ullapool,95
S22000013,Western Isles,110
S22000083,Wick,45
